side	eta	phi	depth	dphi	det	RBX	wedge	rm	BV/pix	card	QIE	rm_fib	fib_ch	pp col	pp row	pp coupler	pp LC	dodec	crate	uhtr	uhtr_fib	fedid	QIEid		i	cr	sl	tb	dcc	spigot	uhtr_fib	fib_ch	subdet	RM	rm_fib	fib_ch		i	cr	sl	tb	dcc	spigot	uhtr_fib	fib_ch	subdet	ieta	iphi	depth
1	N/C	65		2	ngHE	HEP17	17	3	7	1	8	2	1	1	3	HEP17_RM3A	2	7	34	11	18	1114	600028		4E280C41	34	11	u	0	0	18	1	CRF	3	2	1		45720	34	11	u	0	0	18	1	HE	N/C	65	0
1	18	65	2	1	ngHE	HEP17	17	3	15	1	9	2	2	1	3	HEP17_RM3A	2	7	34	11	18	1114	600028		4E280C42	34	11	u	0	0	18	2	CRF	3	2	2		45722	34	11	u	0	0	18	2	HE	18	65	2
1	17	65	2	1	ngHE	HEP17	17	3	14	1	10	2	3	1	3	HEP17_RM3A	2	7	34	11	18	1114	600028		4E280C43	34	11	u	0	0	18	3	CRF	3	2	3		45722	34	11	u	0	0	18	3	HE	17	65	2
1	16	65	4	1	ngHE	HEP17	17	3	13	1	11	2	4	1	3	HEP17_RM3A	2	7	34	11	18	1114	600028		4E280C44	34	11	u	0	0	18	4	CRF	3	2	4		45724	34	11	u	0	0	18	4	HE	16	65	4
1	27	65	2	2	ngHE	HEP17	17	3	24	1	12	2	5	1	3	HEP17_RM3A	2	7	34	11	18	1114	600028		4E280C45	34	11	u	0	0	18	5	CRF	3	2	5		45722	34	11	u	0	0	18	5	HE	27	65	2
1	N/C	65		2	ngHE	HEP17	17	3	23	2	7	4	0	1	3	HEP17_RM3A	4	8	34	11	19	1114	600709		4E280C80	34	11	u	0	0	19	0	CRF	3	4	0		45730	34	11	u	0	0	19	0	HE	N/C	65	0
1	27	65	5	2	ngHE	HEP17	17	3	38	2	8	4	1	1	3	HEP17_RM3A	4	8	34	11	19	1114	600709		4E280C81	34	11	u	0	0	19	1	CRF	3	4	1		45735	34	11	u	0	0	19	1	HE	27	65	5
1	27	65	3	2	ngHE	HEP17	17	3	40	2	9	4	2	1	3	HEP17_RM3A	4	8	34	11	19	1114	600709		4E280C82	34	11	u	0	0	19	2	CRF	3	4	2		45733	34	11	u	0	0	19	2	HE	27	65	3
1	27	65	7	2	ngHE	HEP17	17	3	48	2	10	4	3	1	3	HEP17_RM3A	4	8	34	11	19	1114	600709		4E280C83	34	11	u	0	0	19	3	CRF	3	4	3		45737	34	11	u	0	0	19	3	HE	27	65	7
1	29	65	3	2	ngHE	HEP17	17	3	47	2	11	4	4	1	3	HEP17_RM3A	4	8	34	11	19	1114	600709		4E280C84	34	11	u	0	0	19	4	CRF	3	4	4		45733	34	11	u	0	0	19	4	HE	29	65	3
1	27	65	6	2	ngHE	HEP17	17	3	46	2	12	4	5	1	3	HEP17_RM3A	4	8	34	11	19	1114	600709		4E280C85	34	11	u	0	0	19	5	CRF	3	4	5		45736	34	11	u	0	0	19	5	HE	27	65	6
1	18	65	3	1	ngHE	HEP17	17	3	28	3	7	6	0	2	3	HEP17_RM3B	2	9	34	11	20	1114	600639		4E280CC0	34	11	u	0	0	20	0	CRF	3	6	0		45743	34	11	u	0	0	20	0	HE	18	65	3
1	27	65	4	2	ngHE	HEP17	17	3	27	3	8	6	1	2	3	HEP17_RM3B	2	9	34	11	20	1114	600639		4E280CC1	34	11	u	0	0	20	1	CRF	3	6	1		45744	34	11	u	0	0	20	1	HE	27	65	4
1	17	65	3	1	ngHE	HEP17	17	3	12	3	9	6	2	2	3	HEP17_RM3B	2	9	34	11	20	1114	600639		4E280CC2	34	11	u	0	0	20	2	CRF	3	6	2		45743	34	11	u	0	0	20	2	HE	17	65	3
1	18	65	5	1	ngHE	HEP17	17	3	11	3	10	6	3	2	3	HEP17_RM3B	2	9	34	11	20	1114	600639		4E280CC3	34	11	u	0	0	20	3	CRF	3	6	3		45745	34	11	u	0	0	20	3	HE	18	65	5
1	18	65	1	1	ngHE	HEP17	17	3	1	3	11	6	4	2	3	HEP17_RM3B	2	9	34	11	20	1114	600639		4E280CC4	34	11	u	0	0	20	4	CRF	3	6	4		45741	34	11	u	0	0	20	4	HE	18	65	1
1	18	65	4	1	ngHE	HEP17	17	3	9	3	12	6	5	2	3	HEP17_RM3B	2	9	34	11	20	1114	600639		4E280CC5	34	11	u	0	0	20	5	CRF	3	6	5		45744	34	11	u	0	0	20	5	HE	18	65	4
1	18	66	1	1	ngHE	HEP17	17	4	8	2	7	4	0	1	4	HEP17_RM4A	4	10	34	11	21	1114	600106		4E281080	34	11	u	0	0	21	0	CRF	4	4	0		45751	34	11	u	0	0	21	0	HE	18	66	1
1	18	66	4	1	ngHE	HEP17	17	4	16	2	8	4	1	1	4	HEP17_RM4A	4	10	34	11	21	1114	600106		4E281081	34	11	u	0	0	21	1	CRF	4	4	1		45754	34	11	u	0	0	21	1	HE	18	66	4
1	18	66	5	1	ngHE	HEP17	17	4	14	2	9	4	2	1	4	HEP17_RM4A	4	10	34	11	21	1114	600106		4E281082	34	11	u	0	0	21	2	CRF	4	4	2		45755	34	11	u	0	0	21	2	HE	18	66	5
1	17	66	3	1	ngHE	HEP17	17	4	13	2	10	4	3	1	4	HEP17_RM4A	4	10	34	11	21	1114	600106		4E281083	34	11	u	0	0	21	3	CRF	4	4	3		45753	34	11	u	0	0	21	3	HE	17	66	3
1	28	65	4	2	ngHE	HEP17	17	4	30	2	11	4	4	1	4	HEP17_RM4A	4	10	34	11	21	1114	600106		4E281084	34	11	u	0	0	21	4	CRF	4	4	4		45754	34	11	u	0	0	21	4	HE	28	65	4
1	18	66	3	1	ngHE	HEP17	17	4	29	2	12	4	5	1	4	HEP17_RM4A	4	10	34	11	21	1114	600106		4E281085	34	11	u	0	0	21	5	CRF	4	4	5		45753	34	11	u	0	0	21	5	HE	18	66	3
1	28	65	7	2	ngHE	HEP17	17	4	41	3	1	5	0	2	4	HEP17_RM4B	1	11	34	11	22	1114	600458		4E2810A0	34	11	u	0	0	22	0	CRF	4	5	0		45767	34	11	u	0	0	22	0	HE	28	65	7
1	28	65	3	2	ngHE	HEP17	17	4	33	3	2	5	1	2	4	HEP17_RM4B	1	11	34	11	22	1114	600458		4E2810A1	34	11	u	0	0	22	1	CRF	4	5	1		45763	34	11	u	0	0	22	1	HE	28	65	3
1	28	65	5	2	ngHE	HEP17	17	4	35	3	3	5	2	2	4	HEP17_RM4B	1	11	34	11	22	1114	600458		4E2810A2	34	11	u	0	0	22	2	CRF	4	5	2		45765	34	11	u	0	0	22	2	HE	28	65	5
1	28	65	6	2	ngHE	HEP17	17	4	43	3	4	5	3	2	4	HEP17_RM4B	1	11	34	11	22	1114	600458		4E2810A3	34	11	u	0	0	22	3	CRF	4	5	3		45766	34	11	u	0	0	22	3	HE	28	65	6
1	26	65	7	2	ngHE	HEP17	17	4	42	3	5	5	4	2	4	HEP17_RM4B	1	11	34	11	22	1114	600458		4E2810A4	34	11	u	0	0	22	4	CRF	4	5	4		45767	34	11	u	0	0	22	4	HE	26	65	7
1	28	65	2	2	ngHE	HEP17	17	4	18	3	6	5	5	2	4	HEP17_RM4B	1	11	34	11	22	1114	600458		4E2810A5	34	11	u	0	0	22	5	CRF	4	5	5		45762	34	11	u	0	0	22	5	HE	28	65	2
1	29	65	1	2	ngHE	HEP17	17	4	1	4	1	7	0	2	4	HEP17_RM4B	3	12	34	11	23	1114	600095		4E2810E0	34	11	u	0	0	23	0	CRF	4	7	0		45771	34	11	u	0	0	23	0	HE	29	65	1
1	28	65	1	2	ngHE	HEP17	17	4	2	4	2	7	1	2	4	HEP17_RM4B	3	12	34	11	23	1114	600095		4E2810E1	34	11	u	0	0	23	1	CRF	4	7	1		45771	34	11	u	0	0	23	1	HE	28	65	1
1	18	66	2	1	ngHE	HEP17	17	4	10	4	3	7	2	2	4	HEP17_RM4B	3	12	34	11	23	1114	600095		4E2810E2	34	11	u	0	0	23	2	CRF	4	7	2		45772	34	11	u	0	0	23	2	HE	18	66	2
1	17	66	2	1	ngHE	HEP17	17	4	11	4	4	7	3	2	4	HEP17_RM4B	3	12	34	11	23	1114	600095		4E2810E3	34	11	u	0	0	23	3	CRF	4	7	3		45772	34	11	u	0	0	23	3	HE	17	66	2
1	16	66	4	1	ngHE	HEP17	17	4	12	4	5	7	4	2	4	HEP17_RM4B	3	12	34	11	23	1114	600095		4E2810E4	34	11	u	0	0	23	4	CRF	4	7	4		45774	34	11	u	0	0	23	4	HE	16	66	4
1	29	65	2	2	ngHE	HEP17	17	4	17	4	6	7	5	2	4	HEP17_RM4B	3	12	34	11	23	1114	600095		4E2810E5	34	11	u	0	0	23	5	CRF	4	7	5		45772	34	11	u	0	0	23	5	HE	29	65	2
1	19	63	2	1	ngHE	HEP17	17	1	16	1	1	1	0	1	1	HEP17_RM1A	1	2	34	12	1	1114	600429		4E280420	34	12	u	0	0	1	0	CRF	1	1	0		45812	34	12	u	0	0	1	0	HE	19	63	2
1	20	63	3	1	ngHE	HEP17	17	1	30	1	2	1	1	1	1	HEP17_RM1A	1	2	34	12	1	1114	600429		4E280421	34	12	u	0	0	1	1	CRF	1	1	1		45813	34	12	u	0	0	1	1	HE	20	63	3
1	22	63	3	2	ngHE	HEP17	17	1	31	1	3	1	2	1	1	HEP17_RM1A	1	2	34	12	1	1114	600429		4E280422	34	12	u	0	0	1	2	CRF	1	1	2		45813	34	12	u	0	0	1	2	HE	22	63	3
1	24	63	3	2	ngHE	HEP17	17	1	32	1	4	1	3	1	1	HEP17_RM1A	1	2	34	12	1	1114	600429		4E280423	34	12	u	0	0	1	3	CRF	1	1	3		45813	34	12	u	0	0	1	3	HE	24	63	3
1	24	63	2	2	ngHE	HEP17	17	1	21	1	5	1	4	1	1	HEP17_RM1A	1	2	34	12	1	1114	600429		4E280424	34	12	u	0	0	1	4	CRF	1	1	4		45812	34	12	u	0	0	1	4	HE	24	63	2
1	26	63	2	2	ngHE	HEP17	17	1	22	1	6	1	5	1	1	HEP17_RM1A	1	2	34	12	1	1114	600429		4E280425	34	12	u	0	0	1	5	CRF	1	1	5		45812	34	12	u	0	0	1	5	HE	26	63	2
1	24	63	6	2	ngHE	HEP17	17	1	44	2	1	3	0	1	1	HEP17_RM1A	3	3	34	12	2	1114	600425		4E280460	34	12	u	0	0	2	0	CRF	1	3	0		45826	34	12	u	0	0	2	0	HE	24	63	6
1	24	63	5	2	ngHE	HEP17	17	1	36	2	2	3	1	1	1	HEP17_RM1A	3	3	34	12	2	1114	600425		4E280461	34	12	u	0	0	2	1	CRF	1	3	1		45825	34	12	u	0	0	2	1	HE	24	63	5
1	26	63	5	2	ngHE	HEP17	17	1	37	2	3	3	2	1	1	HEP17_RM1A	3	3	34	12	2	1114	600425		4E280462	34	12	u	0	0	2	2	CRF	1	3	2		45825	34	12	u	0	0	2	2	HE	26	63	5
1	26	63	6	2	ngHE	HEP17	17	1	45	2	4	3	3	1	1	HEP17_RM1A	3	3	34	12	2	1114	600425		4E280463	34	12	u	0	0	2	3	CRF	1	3	3		45826	34	12	u	0	0	2	3	HE	26	63	6
1	19	63	3	1	ngHE	HEP17	17	1	29	2	5	3	4	1	1	HEP17_RM1A	3	3	34	12	2	1114	600425		4E280464	34	12	u	0	0	2	4	CRF	1	3	4		45823	34	12	u	0	0	2	4	HE	19	63	3
1	26	63	3	2	ngHE	HEP17	17	1	39	2	6	3	5	1	1	HEP17_RM1A	3	3	34	12	2	1114	600425		4E280465	34	12	u	0	0	2	5	CRF	1	3	5		45823	34	12	u	0	0	2	5	HE	26	63	3
1	19	63	5	1	ngHE	HEP17	17	1	33	3	1	5	0	2	1	HEP17_RM1B	1	4	34	12	3	1114	600405		4E2804A0	34	12	u	0	0	3	0	CRF	1	5	0		45835	34	12	u	0	0	3	0	HE	19	63	5
1	26	63	4	2	ngHE	HEP17	17	1	26	3	2	5	1	2	1	HEP17_RM1B	1	4	34	12	3	1114	600405		4E2804A1	34	12	u	0	0	3	1	CRF	1	5	1		45834	34	12	u	0	0	3	1	HE	26	63	4
1	20	63	6	1	ngHE	HEP17	17	1	42	3	3	5	2	2	1	HEP17_RM1B	1	4	34	12	3	1114	600405		4E2804A2	34	12	u	0	0	3	2	CRF	1	5	2		45836	34	12	u	0	0	3	2	HE	20	63	6
1	20	63	5	1	ngHE	HEP17	17	1	34	3	4	5	3	2	1	HEP17_RM1B	1	4	34	12	3	1114	600405		4E2804A3	34	12	u	0	0	3	3	CRF	1	5	3		45835	34	12	u	0	0	3	3	HE	20	63	5
1	22	63	5	2	ngHE	HEP17	17	1	35	3	5	5	4	2	1	HEP17_RM1B	1	4	34	12	3	1114	600405		4E2804A4	34	12	u	0	0	3	4	CRF	1	5	4		45835	34	12	u	0	0	3	4	HE	22	63	5
1	22	63	6	2	ngHE	HEP17	17	1	43	3	6	5	5	2	1	HEP17_RM1B	1	4	34	12	3	1114	600405		4E2804A5	34	12	u	0	0	3	5	CRF	1	5	5		45836	34	12	u	0	0	3	5	HE	22	63	6
1	19	63	1	1	ngHE	HEP17	17	1	2	4	1	7	0	2	1	HEP17_RM1B	3	5	34	12	4	1114	600489		4E2804E0	34	12	u	0	0	4	0	CRF	1	7	0		45841	34	12	u	0	0	4	0	HE	19	63	1
1	20	63	1	1	ngHE	HEP17	17	1	3	4	2	7	1	2	1	HEP17_RM1B	3	5	34	12	4	1114	600489		4E2804E1	34	12	u	0	0	4	1	CRF	1	7	1		45841	34	12	u	0	0	4	1	HE	20	63	1
1	22	63	1	2	ngHE	HEP17	17	1	4	4	3	7	2	2	1	HEP17_RM1B	3	5	34	12	4	1114	600489		4E2804E2	34	12	u	0	0	4	2	CRF	1	7	2		45841	34	12	u	0	0	4	2	HE	22	63	1
1	24	63	1	2	ngHE	HEP17	17	1	5	4	4	7	3	2	1	HEP17_RM1B	3	5	34	12	4	1114	600489		4E2804E3	34	12	u	0	0	4	3	CRF	1	7	3		45841	34	12	u	0	0	4	3	HE	24	63	1
1	19	63	4	1	ngHE	HEP17	17	1	10	4	5	7	4	2	1	HEP17_RM1B	3	5	34	12	4	1114	600489		4E2804E4	34	12	u	0	0	4	4	CRF	1	7	4		45844	34	12	u	0	0	4	4	HE	19	63	4
1	26	63	1	2	ngHE	HEP17	17	1	6	4	6	7	5	2	1	HEP17_RM1B	3	5	34	12	4	1114	600489		4E2804E5	34	12	u	0	0	4	5	CRF	1	7	5		45841	34	12	u	0	0	4	5	HE	26	63	1
1	19	63	6	1	ngHE	HEP17	17	1	41	4	7	8	0	2	1	HEP17_RM1B	4	6	34	12	5	1114	600489		4E280500	34	12	u	0	0	5	0	CRF	1	8	0		45856	34	12	u	0	0	5	0	HE	19	63	6
1	24	63	4	2	ngHE	HEP17	17	1	25	4	8	8	1	2	1	HEP17_RM1B	4	6	34	12	5	1114	600489		4E280501	34	12	u	0	0	5	1	CRF	1	8	1		45854	34	12	u	0	0	5	1	HE	24	63	4
1	22	63	2	2	ngHE	HEP17	17	1	20	4	9	8	2	2	1	HEP17_RM1B	4	6	34	12	5	1114	600489		4E280502	34	12	u	0	0	5	2	CRF	1	8	2		45852	34	12	u	0	0	5	2	HE	22	63	2
1	20	63	2	1	ngHE	HEP17	17	1	19	4	10	8	3	2	1	HEP17_RM1B	4	6	34	12	5	1114	600489		4E280503	34	12	u	0	0	5	3	CRF	1	8	3		45852	34	12	u	0	0	5	3	HE	20	63	2
1	22	63	4	2	ngHE	HEP17	17	1	18	4	11	8	4	2	1	HEP17_RM1B	4	6	34	12	5	1114	600489		4E280504	34	12	u	0	0	5	4	CRF	1	8	4		45854	34	12	u	0	0	5	4	HE	22	63	4
1	20	63	4	1	ngHE	HEP17	17	1	17	4	12	8	5	2	1	HEP17_RM1B	4	6	34	12	5	1114	600489		4E280505	34	12	u	0	0	5	5	CRF	1	8	5		45854	34	12	u	0	0	5	5	HE	20	63	4
1	19	64	5	1	ngHE	HEP17	17	2	40	1	1	1	0	1	2	HEP17_RM2A	1	7	34	12	6	1114	600033		4E280820	34	12	u	0	0	6	0	CRF	2	1	0		45865	34	12	u	0	0	6	0	HE	19	64	5
1	19	64	6	1	ngHE	HEP17	17	2	48	1	2	1	1	1	2	HEP17_RM2A	1	7	34	12	6	1114	600033		4E280821	34	12	u	0	0	6	1	CRF	2	1	1		45866	34	12	u	0	0	6	1	HE	19	64	6
1	21	63	2	2	ngHE	HEP17	17	2	21	1	3	1	2	1	2	HEP17_RM2A	1	7	34	12	6	1114	600033		4E280822	34	12	u	0	0	6	2	CRF	2	1	2		45862	34	12	u	0	0	6	2	HE	21	63	2
1	20	64	2	1	ngHE	HEP17	17	2	22	1	4	1	3	1	2	HEP17_RM2A	1	7	34	12	6	1114	600033		4E280823	34	12	u	0	0	6	3	CRF	2	1	3		45862	34	12	u	0	0	6	3	HE	20	64	2
1	21	63	4	2	ngHE	HEP17	17	2	23	1	5	1	4	1	2	HEP17_RM2A	1	7	34	12	6	1114	600033		4E280824	34	12	u	0	0	6	4	CRF	2	1	4		45864	34	12	u	0	0	6	4	HE	21	63	4
1	20	64	4	1	ngHE	HEP17	17	2	24	1	6	1	5	1	2	HEP17_RM2A	1	7	34	12	6	1114	600033		4E280825	34	12	u	0	0	6	5	CRF	2	1	5		45864	34	12	u	0	0	6	5	HE	20	64	4
1	19	64	1	1	ngHE	HEP17	17	2	7	1	7	2	0	1	2	HEP17_RM2A	2	8	34	12	7	1114	600033		4E280840	34	12	u	0	0	7	0	CRF	2	2	0		45871	34	12	u	0	0	7	0	HE	19	64	1
1	20	64	1	1	ngHE	HEP17	17	2	6	1	8	2	1	1	2	HEP17_RM2A	2	8	34	12	7	1114	600033		4E280841	34	12	u	0	0	7	1	CRF	2	2	1		45871	34	12	u	0	0	7	1	HE	20	64	1
1	21	63	1	2	ngHE	HEP17	17	2	5	1	9	2	2	1	2	HEP17_RM2A	2	8	34	12	7	1114	600033		4E280842	34	12	u	0	0	7	2	CRF	2	2	2		45871	34	12	u	0	0	7	2	HE	21	63	1
1	23	63	1	2	ngHE	HEP17	17	2	4	1	10	2	3	1	2	HEP17_RM2A	2	8	34	12	7	1114	600033		4E280843	34	12	u	0	0	7	3	CRF	2	2	3		45871	34	12	u	0	0	7	3	HE	23	63	1
1	19	64	4	1	ngHE	HEP17	17	2	15	1	11	2	4	1	2	HEP17_RM2A	2	8	34	12	7	1114	600033		4E280844	34	12	u	0	0	7	4	CRF	2	2	4		45874	34	12	u	0	0	7	4	HE	19	64	4
1	25	63	1	2	ngHE	HEP17	17	2	3	1	12	2	5	1	2	HEP17_RM2A	2	8	34	12	7	1114	600033		4E280845	34	12	u	0	0	7	5	CRF	2	2	5		45871	34	12	u	0	0	7	5	HE	25	63	1
1	23	63	6	2	ngHE	HEP17	17	2	45	2	1	3	0	1	2	HEP17_RM2A	3	9	34	12	8	1114	600078		4E280860	34	12	u	0	0	8	0	CRF	2	3	0		45886	34	12	u	0	0	8	0	HE	23	63	6
1	25	63	4	2	ngHE	HEP17	17	2	31	2	2	3	1	1	2	HEP17_RM2A	3	9	34	12	8	1114	600078		4E280861	34	12	u	0	0	8	1	CRF	2	3	1		45884	34	12	u	0	0	8	1	HE	25	63	4
1	20	64	5	1	ngHE	HEP17	17	2	39	2	3	3	2	1	2	HEP17_RM2A	3	9	34	12	8	1114	600078		4E280862	34	12	u	0	0	8	2	CRF	2	3	2		45885	34	12	u	0	0	8	2	HE	20	64	5
1	21	63	6	2	ngHE	HEP17	17	2	46	2	4	3	3	1	2	HEP17_RM2A	3	9	34	12	8	1114	600078		4E280863	34	12	u	0	0	8	3	CRF	2	3	3		45886	34	12	u	0	0	8	3	HE	21	63	6
1	23	63	4	2	ngHE	HEP17	17	2	32	2	5	3	4	1	2	HEP17_RM2A	3	9	34	12	8	1114	600078		4E280864	34	12	u	0	0	8	4	CRF	2	3	4		45884	34	12	u	0	0	8	4	HE	23	63	4
1	20	64	6	1	ngHE	HEP17	17	2	47	2	6	3	5	1	2	HEP17_RM2A	3	9	34	12	8	1114	600078		4E280865	34	12	u	0	0	8	5	CRF	2	3	5		45886	34	12	u	0	0	8	5	HE	20	64	6
1	21	63	5	2	ngHE	HEP17	17	2	38	3	7	6	0	2	2	HEP17_RM2B	2	10	34	12	9	1114	600463		4E2808C0	34	12	u	0	0	9	0	CRF	2	6	0		45895	34	12	u	0	0	9	0	HE	21	63	5
1	23	63	5	2	ngHE	HEP17	17	2	37	3	8	6	1	2	2	HEP17_RM2B	2	10	34	12	9	1114	600463		4E2808C1	34	12	u	0	0	9	1	CRF	2	6	1		45895	34	12	u	0	0	9	1	HE	23	63	5
1	25	63	6	2	ngHE	HEP17	17	2	44	3	9	6	2	2	2	HEP17_RM2B	2	10	34	12	9	1114	600463		4E2808C2	34	12	u	0	0	9	2	CRF	2	6	2		45896	34	12	u	0	0	9	2	HE	25	63	6
1	25	63	5	2	ngHE	HEP17	17	2	36	3	10	6	3	2	2	HEP17_RM2B	2	10	34	12	9	1114	600463		4E2808C3	34	12	u	0	0	9	3	CRF	2	6	3		45895	34	12	u	0	0	9	3	HE	25	63	5
1	19	64	3	1	ngHE	HEP17	17	2	28	3	11	6	4	2	2	HEP17_RM2B	2	10	34	12	9	1114	600463		4E2808C4	34	12	u	0	0	9	4	CRF	2	6	4		45893	34	12	u	0	0	9	4	HE	19	64	3
1	25	63	3	2	ngHE	HEP17	17	2	34	3	12	6	5	2	2	HEP17_RM2B	2	10	34	12	9	1114	600463		4E2808C5	34	12	u	0	0	9	5	CRF	2	6	5		45893	34	12	u	0	0	9	5	HE	25	63	3
1	19	64	2	1	ngHE	HEP17	17	2	9	4	7	8	0	2	2	HEP17_RM2B	4	11	34	12	10	1114	600501		4E280900	34	12	u	0	0	10	0	CRF	2	8	0		458A2	34	12	u	0	0	10	0	HE	19	64	2
1	20	64	3	1	ngHE	HEP17	17	2	27	4	8	8	1	2	2	HEP17_RM2B	4	11	34	12	10	1114	600501		4E280901	34	12	u	0	0	10	1	CRF	2	8	1		458A3	34	12	u	0	0	10	1	HE	20	64	3
1	21	63	3	2	ngHE	HEP17	17	2	26	4	9	8	2	2	2	HEP17_RM2B	4	11	34	12	10	1114	600501		4E280902	34	12	u	0	0	10	2	CRF	2	8	2		458A3	34	12	u	0	0	10	2	HE	21	63	3
1	23	63	3	2	ngHE	HEP17	17	2	25	4	10	8	3	2	2	HEP17_RM2B	4	11	34	12	10	1114	600501		4E280903	34	12	u	0	0	10	3	CRF	2	8	3		458A3	34	12	u	0	0	10	3	HE	23	63	3
1	23	63	2	2	ngHE	HEP17	17	2	20	4	11	8	4	2	2	HEP17_RM2B	4	11	34	12	10	1114	600501		4E280904	34	12	u	0	0	10	4	CRF	2	8	4		458A2	34	12	u	0	0	10	4	HE	23	63	2
1	25	63	2	2	ngHE	HEP17	17	2	19	4	12	8	5	2	2	HEP17_RM2B	4	11	34	12	10	1114	600501		4E280905	34	12	u	0	0	10	5	CRF	2	8	5		458A2	34	12	u	0	0	10	5	HE	25	63	2
1	19	65	2	1	ngHE	HEP17	17	3	16	1	1	1	0	1	3	HEP17_RM3A	1	2	34	12	13	1114	600028		4E280C20	34	12	u	0	0	13	0	CRF	3	1	0		458D2	34	12	u	0	0	13	0	HE	19	65	2
1	20	65	3	1	ngHE	HEP17	17	3	30	1	2	1	1	1	3	HEP17_RM3A	1	2	34	12	13	1114	600028		4E280C21	34	12	u	0	0	13	1	CRF	3	1	1		458D3	34	12	u	0	0	13	1	HE	20	65	3
1	21	65	3	2	ngHE	HEP17	17	3	31	1	3	1	2	1	3	HEP17_RM3A	1	2	34	12	13	1114	600028		4E280C22	34	12	u	0	0	13	2	CRF	3	1	2		458D3	34	12	u	0	0	13	2	HE	21	65	3
1	23	65	3	2	ngHE	HEP17	17	3	32	1	4	1	3	1	3	HEP17_RM3A	1	2	34	12	13	1114	600028		4E280C23	34	12	u	0	0	13	3	CRF	3	1	3		458D3	34	12	u	0	0	13	3	HE	23	65	3
1	23	65	2	2	ngHE	HEP17	17	3	21	1	5	1	4	1	3	HEP17_RM3A	1	2	34	12	13	1114	600028		4E280C24	34	12	u	0	0	13	4	CRF	3	1	4		458D2	34	12	u	0	0	13	4	HE	23	65	2
1	25	65	2	2	ngHE	HEP17	17	3	22	1	6	1	5	1	3	HEP17_RM3A	1	2	34	12	13	1114	600028		4E280C25	34	12	u	0	0	13	5	CRF	3	1	5		458D2	34	12	u	0	0	13	5	HE	25	65	2
1	23	65	6	2	ngHE	HEP17	17	3	44	2	1	3	0	1	3	HEP17_RM3A	3	3	34	12	14	1114	600709		4E280C60	34	12	u	0	0	14	0	CRF	3	3	0		458E6	34	12	u	0	0	14	0	HE	23	65	6
1	23	65	5	2	ngHE	HEP17	17	3	36	2	2	3	1	1	3	HEP17_RM3A	3	3	34	12	14	1114	600709		4E280C61	34	12	u	0	0	14	1	CRF	3	3	1		458E5	34	12	u	0	0	14	1	HE	23	65	5
1	25	65	5	2	ngHE	HEP17	17	3	37	2	3	3	2	1	3	HEP17_RM3A	3	3	34	12	14	1114	600709		4E280C62	34	12	u	0	0	14	2	CRF	3	3	2		458E5	34	12	u	0	0	14	2	HE	25	65	5
1	25	65	6	2	ngHE	HEP17	17	3	45	2	4	3	3	1	3	HEP17_RM3A	3	3	34	12	14	1114	600709		4E280C63	34	12	u	0	0	14	3	CRF	3	3	3		458E6	34	12	u	0	0	14	3	HE	25	65	6
1	19	65	3	1	ngHE	HEP17	17	3	29	2	5	3	4	1	3	HEP17_RM3A	3	3	34	12	14	1114	600709		4E280C64	34	12	u	0	0	14	4	CRF	3	3	4		458E3	34	12	u	0	0	14	4	HE	19	65	3
1	25	65	3	2	ngHE	HEP17	17	3	39	2	6	3	5	1	3	HEP17_RM3A	3	3	34	12	14	1114	600709		4E280C65	34	12	u	0	0	14	5	CRF	3	3	5		458E3	34	12	u	0	0	14	5	HE	25	65	3
1	19	65	5	1	ngHE	HEP17	17	3	33	3	1	5	0	2	3	HEP17_RM3B	1	4	34	12	15	1114	600639		4E280CA0	34	12	u	0	0	15	0	CRF	3	5	0		458F5	34	12	u	0	0	15	0	HE	19	65	5
1	25	65	4	2	ngHE	HEP17	17	3	26	3	2	5	1	2	3	HEP17_RM3B	1	4	34	12	15	1114	600639		4E280CA1	34	12	u	0	0	15	1	CRF	3	5	1		458F4	34	12	u	0	0	15	1	HE	25	65	4
1	20	65	6	1	ngHE	HEP17	17	3	42	3	3	5	2	2	3	HEP17_RM3B	1	4	34	12	15	1114	600639		4E280CA2	34	12	u	0	0	15	2	CRF	3	5	2		458F6	34	12	u	0	0	15	2	HE	20	65	6
1	20	65	5	1	ngHE	HEP17	17	3	34	3	4	5	3	2	3	HEP17_RM3B	1	4	34	12	15	1114	600639		4E280CA3	34	12	u	0	0	15	3	CRF	3	5	3		458F5	34	12	u	0	0	15	3	HE	20	65	5
1	21	65	5	2	ngHE	HEP17	17	3	35	3	5	5	4	2	3	HEP17_RM3B	1	4	34	12	15	1114	600639		4E280CA4	34	12	u	0	0	15	4	CRF	3	5	4		458F5	34	12	u	0	0	15	4	HE	21	65	5
1	21	65	6	2	ngHE	HEP17	17	3	43	3	6	5	5	2	3	HEP17_RM3B	1	4	34	12	15	1114	600639		4E280CA5	34	12	u	0	0	15	5	CRF	3	5	5		458F6	34	12	u	0	0	15	5	HE	21	65	6
1	19	65	1	1	ngHE	HEP17	17	3	2	4	1	7	0	2	3	HEP17_RM3B	3	5	34	12	16	1114	600549		4E280CE0	34	12	u	0	0	16	0	CRF	3	7	0		45901	34	12	u	0	0	16	0	HE	19	65	1
